	gene	group	pval
19355	PECR	AECOPD	0.3498470556585118
19356	PECR	StableCOPD	0.028231941825000106
19357	PEF1	AECOPD	0.0606440543757224
19358	PEF1	StableCOPD	0.1271313630934563
19359	PEG10	AECOPD	0.22878468735128754
19360	PEG10	StableCOPD	0.7254497180973277
19361	PELI1	AECOPD	0.26200818852911767
19362	PELI1	StableCOPD	0.7241015802739612
19363	PELI2	AECOPD	0.03142619676914227
19364	PELI2	StableCOPD	0.23940041849168914
19365	PELI3	AECOPD	0.005038475045619051
19366	PELI3	StableCOPD	0.002352875076352956
19367	PELO	AECOPD	0.6983244871978662
19368	PELO	StableCOPD	0.2044937262808394
19369	PELP1	AECOPD	0.9596184539939728
19370	PELP1	StableCOPD	0.9314394118656156
19371	PEMT	AECOPD	0.050481949230319234
19372	PEMT	StableCOPD	0.03955786567552111
19373	PEPD	AECOPD	0.0006199065706835594
19374	PEPD	StableCOPD	0.003127642609676018
19375	PER1	AECOPD	0.0011550505762960572
19376	PER1	StableCOPD	0.0319332283443442
19377	PER2	AECOPD	0.0023868877798354227
19378	PER2	StableCOPD	0.1151166503708323
19379	PER3	AECOPD	0.01596033527596874
19380	PER3	StableCOPD	0.22394439243552056
19381	PERM1	AECOPD	0.3067498983494821
19382	PERM1	StableCOPD	0.023188049371333896
19383	PERP	AECOPD	0.9923434673395244
19384	PERP	StableCOPD	0.8778847436344777
19385	PES1	AECOPD	0.024953262771433393
19386	PES1	StableCOPD	0.13014589813531918
19387	PET100	AECOPD	0.040609222840922055
19388	PET100	StableCOPD	0.0004969002727670535
19389	PET117	AECOPD	0.7200026707919882
19390	PET117	StableCOPD	0.9844637489855852
19391	PEX1	AECOPD	0.6082236326965502
19392	PEX1	StableCOPD	0.937686304822183
19393	PEX10	AECOPD	0.15711683205383697
19394	PEX10	StableCOPD	0.3060915285275392
19395	PEX11A	AECOPD	0.015076587129614238
19396	PEX11A	StableCOPD	0.011207798545371128
19397	PEX11B	AECOPD	0.23209158339442726
19398	PEX11B	StableCOPD	0.17657748718750432
19399	PEX11G	AECOPD	0.7744943511600868
19400	PEX11G	StableCOPD	0.6048379202222567
19401	PEX12	AECOPD	0.08809006540362196
19402	PEX12	StableCOPD	0.4763898215940514
19403	PEX13	AECOPD	0.024077388823795065
19404	PEX13	StableCOPD	0.09780872664024343
19405	PEX14	AECOPD	0.838670388589519
19406	PEX14	StableCOPD	0.7916002431193013
19407	PEX16	AECOPD	0.05938390241832503
19408	PEX16	StableCOPD	0.3180694544468289
19409	PEX19	AECOPD	0.013305715588715072
19410	PEX19	StableCOPD	0.01014863003016131
19411	PEX2	AECOPD	0.5677341591375845
19412	PEX2	StableCOPD	0.038892076071522785
19413	PEX26	AECOPD	0.5338760505715798
19414	PEX26	StableCOPD	0.5979156246533384
19415	PEX3	AECOPD	0.8673267566653978
19416	PEX3	StableCOPD	0.42965057238529625
19417	PEX5	AECOPD	0.6144478881633244
19418	PEX5	StableCOPD	0.893443419177827
19419	PEX6	AECOPD	0.849883098532412
19420	PEX6	StableCOPD	0.8870860560326825
19421	PEX7	AECOPD	0.8397556875532279
19422	PEX7	StableCOPD	0.867318003227189
19423	PF4	AECOPD	0.15434529686284715
19424	PF4	StableCOPD	0.2932223958659955
19425	PF4V1	AECOPD	0.23699479678526414
19426	PF4V1	StableCOPD	0.6614096624603921
19427	PFAS	AECOPD	0.8760703071430331
19428	PFAS	StableCOPD	0.6215581826021115
19429	PFDN1	AECOPD	0.4081964460256642
19430	PFDN1	StableCOPD	0.008711576032933155
19431	PFDN2	AECOPD	0.636321999183826
19432	PFDN2	StableCOPD	0.22261539806981012
19433	PFDN4	AECOPD	0.3502835376761291
19434	PFDN4	StableCOPD	0.6001008602669109
19435	PFDN5	AECOPD	0.04397586988380531
19436	PFDN5	StableCOPD	9.031403313541908e-05
19437	PFDN6	AECOPD	0.7671821595395277
19438	PFDN6	StableCOPD	0.8325153431303105
19439	PFKFB1	AECOPD	0.8730934730088458
19440	PFKFB1	StableCOPD	0.27198492856997714
19441	PFKFB2	AECOPD	0.962559639752305
19442	PFKFB2	StableCOPD	0.06333171799563475
19443	PFKFB3	AECOPD	0.2282663870453746
19444	PFKFB3	StableCOPD	0.006597283096003381
19445	PFKFB4	AECOPD	0.025549103401552475
19446	PFKFB4	StableCOPD	0.3245610045594517
19447	PFKL	AECOPD	0.003743817572891328
19448	PFKL	StableCOPD	0.03363076535311882
19449	PFKM	AECOPD	0.7797809780095593
19450	PFKM	StableCOPD	0.19959013734065745
19451	PFKP	AECOPD	0.06639398708185074
19452	PFKP	StableCOPD	0.1872433323589131
19453	PFN1	AECOPD	0.6237971820536978
19454	PFN1	StableCOPD	0.5588576978766889
19455	PFN1P2	AECOPD	0.69655424808417
19456	PFN1P2	StableCOPD	0.08519907134541671
19457	PFN2	AECOPD	0.026828833175572275
19458	PFN2	StableCOPD	0.989485472710734
19459	PGA5	StableCOPD	0.17288141617397812
19460	PGAM1	AECOPD	0.00019928764281385014
19461	PGAM1	StableCOPD	0.10481550599853129
19462	PGAM2	AECOPD	0.9353816694632744
19463	PGAM2	StableCOPD	0.11826562638582772
19464	PGAM4	AECOPD	0.06666542883843407
19465	PGAM4	StableCOPD	0.6658353509307724
19466	PGAM5	AECOPD	0.1427599385398064
19467	PGAM5	StableCOPD	0.2214041817858069
19468	PGAP1	AECOPD	0.8705013426858459
19469	PGAP1	StableCOPD	0.7060939866896472
19470	PGAP2	AECOPD	0.7418331903858912
19471	PGAP2	StableCOPD	0.9709253463967468
19472	PGAP3	AECOPD	0.0622473293640291
19473	PGAP3	StableCOPD	0.8413228285126321
19474	PGBD1	AECOPD	0.48384601510425707
19475	PGBD1	StableCOPD	0.9694554760865547
19476	PGBD2	AECOPD	0.09977890314757387
19477	PGBD2	StableCOPD	0.3527234792956231
19478	PGBD3	StableCOPD	0.7675500845959831
19479	PGBD4	AECOPD	0.7461354404043508
19480	PGBD4	StableCOPD	0.9393048049570557
19481	PGBD5	AECOPD	0.6151065082144984
19482	PGBD5	StableCOPD	0.6622841786464557
19483	PGD	AECOPD	0.0014072522046529867
19484	PGD	StableCOPD	0.06609175381097676
19485	PGGT1B	AECOPD	0.008483479673188188
19486	PGGT1B	StableCOPD	0.7424706935832142
19487	PGK1	AECOPD	0.0027441463820196965
19488	PGK1	StableCOPD	0.08243658670584142
19489	PGLS	AECOPD	0.02020323385521272
19490	PGLS	StableCOPD	0.022291195082071336
19491	PGLYRP1	AECOPD	0.7772046894763327
19492	PGLYRP1	StableCOPD	0.9055724492405418
19493	PGLYRP2	AECOPD	0.7009645891537475
19494	PGLYRP2	StableCOPD	0.573847777344922
19495	PGM1	AECOPD	0.4173030960415659
19496	PGM1	StableCOPD	0.8924670582939368
19497	PGM2	AECOPD	0.00037720047102995924
19498	PGM2	StableCOPD	0.4498730509798309
19499	PGM2L1	AECOPD	0.6403401131507853
19500	PGM2L1	StableCOPD	0.6477506792189194
19501	PGM3	AECOPD	0.9340819610564115
19502	PGM3	StableCOPD	0.8131105340652351
19503	PGM5	AECOPD	0.29530500616001654
19504	PGM5	StableCOPD	0.16644171957049447
19505	PGM5P2	AECOPD	0.7870672687067378
19506	PGM5P2	StableCOPD	0.9576683420632416
19507	PGP	AECOPD	0.9962370131437406
19508	PGP	StableCOPD	0.5149965620757027
19509	PGPEP1	AECOPD	0.08823825800037122
19510	PGPEP1	StableCOPD	0.22034512430358133
19511	PGRMC1	AECOPD	0.11133647260259982
19512	PGRMC1	StableCOPD	0.31613544373352764
19513	PGRMC2	AECOPD	0.8031338951837699
19514	PGRMC2	StableCOPD	0.19195876440429283
19515	PGS1	AECOPD	0.7003350246237469
19516	PGS1	StableCOPD	0.235274346643652
19517	PHACTR1	AECOPD	0.6387567340384483
19518	PHACTR1	StableCOPD	0.038305559855967286
19519	PHACTR2	AECOPD	0.39873777379439235
19520	PHACTR2	StableCOPD	0.7482477546289867
19521	PHACTR3	AECOPD	0.4214001046875142
19522	PHACTR3	StableCOPD	0.6065446418330224
19523	PHACTR4	AECOPD	0.6593832515151425
19524	PHACTR4	StableCOPD	0.9851410051445358
19525	PHAX	AECOPD	0.01846478993585865
19526	PHAX	StableCOPD	0.022165682140820264
19527	PHB	AECOPD	0.1035977080177477
19528	PHB	StableCOPD	0.019130693815050726
19529	PHB2	AECOPD	0.1694545024676607
19530	PHB2	StableCOPD	0.12684119403304872
19531	PHC1	AECOPD	0.1433565042810656
19532	PHC1	StableCOPD	0.6458831009532066
19533	PHC2	AECOPD	0.0003980785918058505
19534	PHC2	StableCOPD	0.006678664959030245
19535	PHC3	AECOPD	0.26094845029239566
19536	PHC3	StableCOPD	0.5887986905415397
19537	PHEX	AECOPD	0.9994809547619756
19538	PHEX	StableCOPD	0.8357541388350868
19539	PHF1	AECOPD	0.41944478711429023
19540	PHF1	StableCOPD	0.8337629752108162
19541	PHF10	AECOPD	0.018281349022046034
19542	PHF10	StableCOPD	0.6621264588321834
19543	PHF11	AECOPD	0.8685077249521702
19544	PHF11	StableCOPD	0.9613982435292484
19545	PHF12	AECOPD	0.9447542525830647
19546	PHF12	StableCOPD	0.9179115806796986
19547	PHF13	AECOPD	0.005050149361441436
19548	PHF13	StableCOPD	0.024217826995273306
19549	PHF14	AECOPD	0.5323067064205415
19550	PHF14	StableCOPD	0.6693668923397365
19551	PHF19	AECOPD	0.4909356808233811
19552	PHF19	StableCOPD	0.09037422072133217
19553	PHF2	AECOPD	0.039615026010271004
19554	PHF2	StableCOPD	0.05153620040236084
19555	PHF20	AECOPD	0.7919566899211883
19556	PHF20	StableCOPD	0.4247055184519317
19557	PHF20L1	AECOPD	0.03442477676940825
19558	PHF20L1	StableCOPD	0.6087246835002948
19559	PHF21A	AECOPD	0.0019349764205829345
19560	PHF21A	StableCOPD	0.0021638760954618697
19561	PHF23	AECOPD	0.1151064303176641
19562	PHF23	StableCOPD	0.3647388214770082
19563	PHF3	AECOPD	0.907308030194497
19564	PHF3	StableCOPD	0.07336379664826631
19565	PHF5A	AECOPD	0.6901163893383906
19566	PHF5A	StableCOPD	0.038905467633637114
19567	PHF6	AECOPD	0.21819076881576405
19568	PHF6	StableCOPD	0.8198266719856407
19569	PHF7	AECOPD	0.06493006649172006
19570	PHF7	StableCOPD	0.9408983358839711
19571	PHF8	AECOPD	0.770303625591654
19572	PHF8	StableCOPD	0.9588282570629642
19573	PHGDH	AECOPD	0.732683772047488
19574	PHGDH	StableCOPD	0.8662761525240674
19575	PHIP	AECOPD	0.626190869587387
19576	PHIP	StableCOPD	0.3055648777321682
19577	PHKA2	AECOPD	0.009504224686457174
19578	PHKA2	StableCOPD	0.13577598411633196
19579	PHKA2-AS1	AECOPD	0.4318872524002947
19580	PHKA2-AS1	StableCOPD	0.7066040374130593
19581	PHKB	AECOPD	0.2548533498867841
19582	PHKB	StableCOPD	0.7195242355226796
19583	PHKG1	AECOPD	0.1012757622656093
19584	PHKG1	StableCOPD	0.717507032780826
19585	PHKG2	AECOPD	0.016692429650466023
19586	PHKG2	StableCOPD	0.2054126748230719
19587	PHLDA1	AECOPD	0.8474628606845394
19588	PHLDA1	StableCOPD	0.014383258208570227
19589	PHLDA2	AECOPD	0.3347086462732286
19590	PHLDA2	StableCOPD	0.04624043508629405
19591	PHLDA3	AECOPD	0.6776969332331468
19592	PHLDA3	StableCOPD	0.6373639362726292
19593	PHLDB1	AECOPD	0.28851992968614815
19594	PHLDB1	StableCOPD	0.9901261770305462
19595	PHLDB2	AECOPD	0.0033711815524400945
19596	PHLDB2	StableCOPD	0.014748971118554666
19597	PHLDB3	AECOPD	0.5005790864156274
19598	PHLDB3	StableCOPD	0.6583038124450871
19599	PHLPP1	AECOPD	0.2817390101059668
19600	PHLPP1	StableCOPD	0.4307897067145029
19601	PHLPP2	AECOPD	0.9118619940678186
19602	PHLPP2	StableCOPD	0.9118321141136887
19603	PHOSPHO1	AECOPD	0.45071262430078696
19604	PHOSPHO1	StableCOPD	0.018586910928982903
19605	PHOSPHO2	AECOPD	0.7556016076541853
19606	PHOSPHO2	StableCOPD	0.14858459569251714
19607	PHOSPHO2-KLHL23	AECOPD	0.9222248765439609
19608	PHOSPHO2-KLHL23	StableCOPD	0.7996883970474074
19609	PHPT1	AECOPD	0.3804493441086566
19610	PHPT1	StableCOPD	0.7159988613490158
19611	PHRF1	AECOPD	0.017766461926484123
19612	PHRF1	StableCOPD	0.49869277629998254
19613	PHTF1	AECOPD	0.12303592637567817
19614	PHTF1	StableCOPD	0.0774927596813888
19615	PHTF2	AECOPD	0.6579660743755881
19616	PHTF2	StableCOPD	0.7035064049710541
19617	PHYH	AECOPD	0.04035915166356152
19618	PHYH	StableCOPD	0.00332329909286333
19619	PHYHD1	AECOPD	0.21376021818299673
19620	PHYHD1	StableCOPD	0.1595420178470881
19621	PHYKPL	AECOPD	0.03772294089991868
19622	PHYKPL	StableCOPD	0.11842380723212043
19623	PI16	AECOPD	0.8288431403430477
19624	PI16	StableCOPD	0.5510208212876719
19625	PI3	StableCOPD	0.27869397586008304
19626	PI4K2A	AECOPD	0.22998828747890643
19627	PI4K2A	StableCOPD	0.09826011439471871
19628	PI4K2B	AECOPD	0.9374749888269333
19629	PI4K2B	StableCOPD	0.48265876690018483
19630	PI4KA	AECOPD	0.08083951660660071
19631	PI4KA	StableCOPD	0.7958674332926036
19632	PI4KAP1	AECOPD	0.9966165979308127
19633	PI4KAP1	StableCOPD	0.9959046999588627
19634	PI4KAP2	AECOPD	0.8532734570517082
19635	PI4KAP2	StableCOPD	0.7472668201931592
19636	PI4KB	AECOPD	0.27926234081794465
19637	PI4KB	StableCOPD	0.0022342818619984772
19638	PIANP	AECOPD	0.5337948949651521
19639	PIANP	StableCOPD	0.14657612292790967
19640	PIAS1	AECOPD	0.8691453254949615
19641	PIAS1	StableCOPD	0.04763750247460374
19642	PIAS2	AECOPD	0.2644228899433003
19643	PIAS2	StableCOPD	0.06113888187915928
19644	PIAS3	AECOPD	0.3970943710180753
19645	PIAS3	StableCOPD	0.2809598157606896
19646	PIAS4	AECOPD	0.18439511065700653
19647	PIAS4	StableCOPD	0.1319217407274108
19648	PIBF1	AECOPD	0.9848487576442265
19649	PIBF1	StableCOPD	0.9368739731965003
19650	PICALM	AECOPD	0.002601410867604126
19651	PICALM	StableCOPD	0.13990917347926035
19652	PICK1	AECOPD	0.0002956202887467452
19653	PICK1	StableCOPD	0.04645714760885544
19654	PID1	AECOPD	0.006648240088817037
19655	PID1	StableCOPD	0.0032932747779015337
19656	PIDD1	AECOPD	0.07100694024217369
19657	PIDD1	StableCOPD	0.8863818262236537
19658	PIEZO1	AECOPD	0.756508208653639
19659	PIEZO1	StableCOPD	0.7270279993291395
19660	PIF1	AECOPD	0.038249143742124625
19661	PIF1	StableCOPD	0.2563427495044682
19662	PIGA	AECOPD	0.03222688387187578
19663	PIGA	StableCOPD	0.5362981541809078
19664	PIGB	AECOPD	0.9941089465464307
19665	PIGB	StableCOPD	0.3785969781901143
19666	PIGBOS1	AECOPD	0.14170311531065416
19667	PIGBOS1	StableCOPD	0.9699674975258243
19668	PIGC	AECOPD	0.09477585966683388
19669	PIGC	StableCOPD	0.04399169183821583
19670	PIGF	AECOPD	0.15270175392867136
19671	PIGF	StableCOPD	0.773492168586702
19672	PIGG	AECOPD	0.0051438342994292174
19673	PIGG	StableCOPD	0.666962803607217
19674	PIGH	AECOPD	0.9364551113776856
19675	PIGH	StableCOPD	0.20173349079434533
19676	PIGK	AECOPD	0.6218478677030765
19677	PIGK	StableCOPD	0.01563965290650504
19678	PIGL	AECOPD	0.04987779820544014
19679	PIGL	StableCOPD	0.7726753780502917
19680	PIGM	AECOPD	0.4141025766649741
19681	PIGM	StableCOPD	0.887760236247087
19682	PIGN	AECOPD	0.6615350379138109
19683	PIGN	StableCOPD	0.9443014314517799
19684	PIGO	AECOPD	0.00823406415200345
19685	PIGO	StableCOPD	0.8397615113229103
19686	PIGP	AECOPD	0.018181930784592182
19687	PIGP	StableCOPD	0.6119224008855999
19688	PIGQ	AECOPD	0.11674047566278567
19689	PIGQ	StableCOPD	0.21487367382802736
19690	PIGS	AECOPD	0.06190525492310395
19691	PIGS	StableCOPD	0.07911954324795611
19692	PIGT	AECOPD	0.4960944287061487
19693	PIGT	StableCOPD	0.02544488835142822
19694	PIGU	AECOPD	0.5947258909974212
19695	PIGU	StableCOPD	0.8669990315507794
19696	PIGV	AECOPD	0.005848311219040281
19697	PIGV	StableCOPD	0.060264810337148034
19698	PIGW	AECOPD	0.36909227231976716
19699	PIGW	StableCOPD	0.007959141302208317
19700	PIGX	AECOPD	0.0009237636023321505
19701	PIGX	StableCOPD	0.08749073151361964
19702	PIGY	AECOPD	0.6446551419026486
19703	PIGY	StableCOPD	0.42506246395834546
19704	PIGZ	AECOPD	0.6625869030169886
19705	PIGZ	StableCOPD	0.9525100567635065
19706	PIH1D1	AECOPD	0.057062046248682385
19707	PIH1D1	StableCOPD	0.002513234082243132
19708	PIK3AP1	AECOPD	0.08969294602645728
19709	PIK3AP1	StableCOPD	0.6951780922036135
19710	PIK3C2A	AECOPD	0.3623734458973936
19711	PIK3C2A	StableCOPD	0.037876791001207666
19712	PIK3C2B	AECOPD	0.6604378306168542
19713	PIK3C2B	StableCOPD	0.7849356875108976
19714	PIK3C3	AECOPD	0.2531323544439541
19715	PIK3C3	StableCOPD	0.6531371586247745
19716	PIK3CA	AECOPD	0.631826050530707
19717	PIK3CA	StableCOPD	0.9472980325265755
19718	PIK3CB	AECOPD	0.011521674374517676
19719	PIK3CB	StableCOPD	0.0624027128403849
19720	PIK3CD	AECOPD	7.4173740269856125e-06
19721	PIK3CD	StableCOPD	0.0016552649799050911
19722	PIK3CD-AS1	AECOPD	0.03487107067668116
19723	PIK3CD-AS1	StableCOPD	0.05666483556231061
19724	PIK3CD-AS2	AECOPD	0.04731785175856018
19725	PIK3CD-AS2	StableCOPD	0.5924540816274095
19726	PIK3CG	AECOPD	0.0009059451318805811
19727	PIK3CG	StableCOPD	0.0021806210161461337
19728	PIK3IP1	AECOPD	0.00011110016041260273
19729	PIK3IP1	StableCOPD	0.25523415534931904
19730	PIK3IP1-AS1	AECOPD	0.3103138701238495
19731	PIK3IP1-AS1	StableCOPD	0.539151872408975
19732	PIK3R1	AECOPD	0.47285270641610566
19733	PIK3R1	StableCOPD	0.9363452201438421
19734	PIK3R2	AECOPD	0.0580924060105068
19735	PIK3R2	StableCOPD	0.17662342576512347
19736	PIK3R3	AECOPD	0.01687730152988809
19737	PIK3R3	StableCOPD	0.3375512608626092
19738	PIK3R4	AECOPD	0.0774945300266815
19739	PIK3R4	StableCOPD	0.0828795082580871
19740	PIK3R5	AECOPD	0.0010043056634849723
19741	PIK3R5	StableCOPD	0.30337451745371236
19742	PIK3R6	AECOPD	0.003927198292215883
19743	PIK3R6	StableCOPD	0.0941852526883068
19744	PIKFYVE	AECOPD	0.29985872935384617
19745	PIKFYVE	StableCOPD	0.2808067372946159
19746	PILRA	AECOPD	0.0031668951460539496
19747	PILRA	StableCOPD	0.015718412225736444
19748	PILRB	AECOPD	0.19943181243947516
19749	PILRB	StableCOPD	0.2524145930935645
19750	PIM1	AECOPD	0.0011465062383382296
19751	PIM1	StableCOPD	0.5827073387089231
19752	PIM2	AECOPD	0.333255398078666
19753	PIM2	StableCOPD	0.4765747374423118
19754	PIM3	AECOPD	0.08454599848730848
19755	PIM3	StableCOPD	0.0010064506751590319
19756	PIN1	AECOPD	0.14934410559011424
19757	PIN1	StableCOPD	0.9399541245627826
19758	PIN4	AECOPD	0.3380445089039379
19759	PIN4	StableCOPD	0.35425925382494583
19760	PINK1	AECOPD	0.6210080428176419
19761	PINK1	StableCOPD	0.0025955532519799096
19762	PINK1-AS	AECOPD	0.6291284192491493
19763	PINK1-AS	StableCOPD	0.7803709015283535
19764	PINLYP	AECOPD	0.7658347248075185
19765	PINLYP	StableCOPD	0.8139968016959958
19766	PINX1	AECOPD	0.8905732603994917
19767	PINX1	StableCOPD	0.9172052734229406
19768	PIP4K2A	AECOPD	0.0006303288106849214
19769	PIP4K2A	StableCOPD	0.01272077244712222
19770	PIP4K2B	AECOPD	0.3122848627675445
19771	PIP4K2B	StableCOPD	0.5661155852784427
19772	PIP4K2C	AECOPD	0.019433256075246375
19773	PIP4K2C	StableCOPD	0.5280403707217924
19774	PIP5K1A	AECOPD	0.10673011829468348
19775	PIP5K1A	StableCOPD	0.022120331695646978
19776	PIP5K1B	AECOPD	0.4349213911197507
19777	PIP5K1B	StableCOPD	0.7995307375902108
19778	PIP5K1C	AECOPD	0.6553875919553918
19779	PIP5K1C	StableCOPD	0.812926532295999
19780	PIP5KL1	AECOPD	0.8641265401300346
19781	PIP5KL1	StableCOPD	0.7916502408129065
19782	PIPOX	AECOPD	0.9687670491752858
19783	PIPOX	StableCOPD	0.6782844742585414
19784	PISD	AECOPD	0.011933669115016476
19785	PISD	StableCOPD	0.04891935632415734
19786	PITHD1	AECOPD	0.17376650456045672
19787	PITHD1	StableCOPD	0.9292132201060074
19788	PITPNA	AECOPD	0.0072812495206437955
19789	PITPNA	StableCOPD	0.02748293695603088
19790	PITPNA-AS1	AECOPD	0.8591476214888256
19791	PITPNA-AS1	StableCOPD	0.9747393553463236
19792	PITPNB	AECOPD	0.4464714498628862
19793	PITPNB	StableCOPD	0.29101292065506634
19794	PITPNC1	AECOPD	0.07684021780368688
19795	PITPNC1	StableCOPD	0.10911888352445576
19796	PITPNM1	AECOPD	0.004191213365064117
19797	PITPNM1	StableCOPD	0.0032319925218005086
19798	PITPNM2	AECOPD	0.041650022043254076
19799	PITPNM2	StableCOPD	0.001561015676352251
19800	PITPNM3	AECOPD	0.053776682448172464
19801	PITPNM3	StableCOPD	0.9247156954119349
19802	PITRM1	AECOPD	0.994516435846615
19803	PITRM1	StableCOPD	0.870906516177361
19804	PITRM1-AS1	AECOPD	0.254470290032462
19805	PITRM1-AS1	StableCOPD	0.7904825681750592
19806	PIWIL2	AECOPD	0.6882724685823971
19807	PIWIL2	StableCOPD	0.47435301086456405
19808	PIWIL4	AECOPD	0.0007232108625883082
19809	PIWIL4	StableCOPD	0.4881910114409075
19810	PJA1	AECOPD	0.03346103460344274
19811	PJA1	StableCOPD	0.43772469582948026
19812	PJA2	AECOPD	0.003176820331944219
19813	PJA2	StableCOPD	0.17612463981380866
19814	PKD1	AECOPD	0.24080734534793324
19815	PKD1	StableCOPD	0.8940835609178867
19816	PKD1P1	AECOPD	0.709105779931233
19817	PKD1P1	StableCOPD	0.9901585173828689
19818	PKD1P6	AECOPD	0.46389672381324654
19819	PKD1P6	StableCOPD	0.9931195229984454
19820	PKD2	AECOPD	0.89640272127998
19821	PKD2	StableCOPD	0.4474969924430431
19822	PKDCC	StableCOPD	0.9619243386487243
19823	PKDREJ	AECOPD	0.03768511010101727
19824	PKDREJ	StableCOPD	0.3887043375858973
19825	PKHD1L1	AECOPD	0.09607521040627953
19826	PKHD1L1	StableCOPD	0.31523559343834884
19827	PKI55	AECOPD	0.05942665061270869
19828	PKI55	StableCOPD	0.27288829899089884
19829	PKIA	AECOPD	0.9830129201924117
19830	PKIA	StableCOPD	0.8528114470747827
19831	PKIB	AECOPD	0.626093720681314
19832	PKIB	StableCOPD	0.15018591337574805
19833	PKIG	AECOPD	0.1403742297088525
19834	PKIG	StableCOPD	0.7768236661894808
19835	PKM	AECOPD	0.0006484894444263034
19836	PKM	StableCOPD	0.010411121766867537
19837	PKMYT1	AECOPD	0.05226636153022979
19838	PKMYT1	StableCOPD	0.05246512879417187
19839	PKN1	AECOPD	0.009819300330292768
19840	PKN1	StableCOPD	0.5874556551721299
19841	PKN2	AECOPD	0.03429566300313902
19842	PKN2	StableCOPD	0.6942056110936893
19843	PKN3	AECOPD	0.12079885228726239
19844	PKN3	StableCOPD	0.1282652445249144
19845	PKNOX1	AECOPD	0.2944953474688379
19846	PKNOX1	StableCOPD	0.013768446200749351
19847	PKP2	AECOPD	0.0003466709826148717
19848	PKP2	StableCOPD	0.00010710451943296562
19849	PKP3	AECOPD	0.10177703855699283
19850	PKP3	StableCOPD	0.9708859737711977
19851	PKP4	AECOPD	0.7515603250594489
19852	PKP4	StableCOPD	0.5292953199439576
19853	PLA2G12A	AECOPD	0.046096150136602065
19854	PLA2G12A	StableCOPD	0.24711840785209038
19855	PLA2G15	AECOPD	0.026418563739700418
19856	PLA2G15	StableCOPD	0.1427188583825333
19857	PLA2G16	AECOPD	0.6698753395419748
19858	PLA2G16	StableCOPD	0.5067025262312821
19859	PLA2G2D	AECOPD	0.8292238771068653
19860	PLA2G2D	StableCOPD	0.8475065882098354
19861	PLA2G4A	AECOPD	0.0008855116835890797
19862	PLA2G4A	StableCOPD	0.08387955487274146
19863	PLA2G4B	AECOPD	0.2942907080515943
19864	PLA2G4B	StableCOPD	0.31700519672486926
19865	PLA2G4C	AECOPD	0.060791658931830805
19866	PLA2G4C	StableCOPD	0.16674242279453655
19867	PLA2G6	AECOPD	0.003230887550261352
19868	PLA2G6	StableCOPD	0.24844183232810535
19869	PLA2G7	AECOPD	0.004959758736068909
19870	PLA2G7	StableCOPD	0.000961805609822064
19871	PLAA	AECOPD	0.03995732865289425
19872	PLAA	StableCOPD	0.4171901344240385
19873	PLAC8	AECOPD	0.5128799776843154
19874	PLAC8	StableCOPD	0.01762877763222348
19875	PLAC8L1	StableCOPD	0.8355965820567639
19876	PLAG1	AECOPD	0.7210650423520224
19877	PLAG1	StableCOPD	0.9246480609056625
19878	PLAGL1	AECOPD	0.019576556449190097
19879	PLAGL1	StableCOPD	0.1273598128087433
19880	PLAGL2	AECOPD	0.004532819491117834
19881	PLAGL2	StableCOPD	0.0053795241502301305
19882	PLAT	AECOPD	0.007131498077014076
19883	PLAT	StableCOPD	0.8098305534618655
19884	PLAU	AECOPD	0.19066412029109225
19885	PLAU	StableCOPD	0.3880208462710464
19886	PLAUR	AECOPD	0.36472138105567864
19887	PLAUR	StableCOPD	0.007229624821086689
19888	PLB1	AECOPD	0.009510129731458261
19889	PLB1	StableCOPD	0.18697794482824237
19890	PLBD1	AECOPD	0.010324629995595469
19891	PLBD1	StableCOPD	0.290503054887035
19892	PLBD1-AS1	AECOPD	0.1305719919265096
19893	PLBD1-AS1	StableCOPD	0.15386660373878902
19894	PLBD2	AECOPD	7.839361504502484e-06
19895	PLBD2	StableCOPD	0.0013443334048695021
19896	PLCB1	AECOPD	0.650139431033432
19897	PLCB1	StableCOPD	0.9808561674316131
19898	PLCB2	AECOPD	0.0008215890717813146
19899	PLCB2	StableCOPD	0.008468289581088362
19900	PLCB3	AECOPD	8.684551212945202e-05
19901	PLCB3	StableCOPD	0.042500030136230826
19902	PLCD1	AECOPD	0.6538431533883642
19903	PLCD1	StableCOPD	0.5560008059647066
19904	PLCD3	AECOPD	0.002673011987260998
19905	PLCD3	StableCOPD	0.010410166267683985
19906	PLCD4	AECOPD	0.03134659221271652
19907	PLCD4	StableCOPD	0.09754456065642292
19908	PLCG1	AECOPD	0.0074581557708706114
19909	PLCG1	StableCOPD	0.848720432541019
19910	PLCG1-AS1	AECOPD	0.19265004334174185
19911	PLCG1-AS1	StableCOPD	0.664518885165678
19912	PLCG2	AECOPD	0.23812744352727933
19913	PLCG2	StableCOPD	0.062327511210928166
19914	PLCH2	AECOPD	0.2305449608891783
19915	PLCH2	StableCOPD	0.9271162432605502
19916	PLCL1	AECOPD	0.41836419915896494
19917	PLCL1	StableCOPD	0.5278773310019097
19918	PLCL2	AECOPD	0.056298594384072254
19919	PLCL2	StableCOPD	0.11404572001219693
19920	PLCXD1	AECOPD	0.8434365500467196
19921	PLCXD1	StableCOPD	0.4619262718572623
19922	PLCXD2	AECOPD	0.0017634645660457027
19923	PLCXD2	StableCOPD	0.01588736091825438
