	gene	group	pval
8507	FAM219B	StableCOPD	0.7503016344671871
8508	FAM21A	AECOPD	0.12184133554706034
8509	FAM21A	StableCOPD	0.01609386080747499
8510	FAM21C	AECOPD	0.02603935005209501
8511	FAM21C	StableCOPD	0.04074378111471877
8512	FAM21EP	AECOPD	0.9965924529565089
8513	FAM21EP	StableCOPD	0.9382536105685585
8514	FAM220A	AECOPD	0.9325577222440021
8515	FAM220A	StableCOPD	0.8711079497171726
8516	FAM221A	AECOPD	0.0963719580032194
8517	FAM221A	StableCOPD	0.4153926200361676
8518	FAM222A	AECOPD	0.03327951053787792
8519	FAM222A	StableCOPD	0.7413683303640748
8520	FAM222B	AECOPD	0.010701918012838485
8521	FAM222B	StableCOPD	0.7867719086931674
8522	FAM223A	AECOPD	0.7714642632954104
8523	FAM223A	StableCOPD	0.3606822912640416
8524	FAM226B	AECOPD	0.5138673024956073
8525	FAM226B	StableCOPD	0.5350666756696869
8526	FAM227B	AECOPD	0.8296811108881407
8527	FAM227B	StableCOPD	0.39407308221799875
8528	FAM228A	AECOPD	0.8062514948466348
8529	FAM228A	StableCOPD	0.7322507108958074
8530	FAM228B	AECOPD	0.9710175989829846
8531	FAM228B	StableCOPD	0.9553656679184666
8532	FAM229A	AECOPD	0.021765960107007265
8533	FAM229A	StableCOPD	0.9145680900941783
8534	FAM229B	AECOPD	0.7708839216868408
8535	FAM229B	StableCOPD	0.18587071811824718
8536	FAM231D	AECOPD	0.10951143904141625
8537	FAM231D	StableCOPD	0.8764539820724551
8538	FAM24B	AECOPD	0.2615710322651529
8539	FAM24B	StableCOPD	0.5319900481835764
8540	FAM24B-CUZD1	AECOPD	0.3010264196351966
8541	FAM24B-CUZD1	StableCOPD	0.8766722236381702
8542	FAM26F	AECOPD	0.2787420334669899
8543	FAM26F	StableCOPD	0.4345691762725773
8544	FAM27C	AECOPD	0.2541150894103916
8545	FAM27C	StableCOPD	0.034277027262847204
8546	FAM27E3	AECOPD	0.22857740693501283
8547	FAM27E3	StableCOPD	0.12532035155947618
8548	FAM32A	AECOPD	0.11597442960352922
8549	FAM32A	StableCOPD	0.05641890643647396
8550	FAM35A	AECOPD	0.6840968855750937
8551	FAM35A	StableCOPD	0.00842626189446627
8552	FAM35BP	AECOPD	0.010556909892228572
8553	FAM35BP	StableCOPD	0.0013922825400891625
8554	FAM35DP	StableCOPD	0.1968750806869991
8555	FAM3A	AECOPD	0.8723584899132739
8556	FAM3A	StableCOPD	0.7003147188560424
8557	FAM3B	AECOPD	0.5316625929933478
8558	FAM3C	AECOPD	0.1722509970559185
8559	FAM3C	StableCOPD	0.012709353894504782
8560	FAM43A	AECOPD	0.7962304393756068
8561	FAM43A	StableCOPD	0.6175447665192675
8562	FAM45A	AECOPD	0.014285614369557775
8563	FAM45A	StableCOPD	0.45774747168818486
8564	FAM45B	StableCOPD	0.835095222648146
8565	FAM46A	AECOPD	0.12780401867992108
8566	FAM46A	StableCOPD	0.6964811638946773
8567	FAM46C	AECOPD	0.9541357694472196
8568	FAM46C	StableCOPD	0.35140437220173826
8569	FAM49A	AECOPD	0.0006405103283190217
8570	FAM49A	StableCOPD	0.1496580510805634
8571	FAM49B	AECOPD	0.018781416727789657
8572	FAM49B	StableCOPD	0.8504132053265034
8573	FAM50A	AECOPD	0.7937159665573899
8574	FAM50A	StableCOPD	0.448639078750912
8575	FAM50B	AECOPD	0.24986357534490544
8576	FAM50B	StableCOPD	0.03800433174971429
8577	FAM53A	AECOPD	0.991094575152934
8578	FAM53A	StableCOPD	0.8696313595528317
8579	FAM53B	AECOPD	2.895393149837666e-05
8580	FAM53B	StableCOPD	0.011700092384203886
8581	FAM53B-AS1	AECOPD	0.44783998570764605
8582	FAM53B-AS1	StableCOPD	0.4600000594936683
8583	FAM53C	AECOPD	0.20110317857341575
8584	FAM53C	StableCOPD	0.01674242764958267
8585	FAM57A	AECOPD	0.009703290801876041
8586	FAM57A	StableCOPD	0.7670970801580315
8587	FAM58A	AECOPD	0.8532969270734979
8588	FAM58A	StableCOPD	0.7584511354884454
8589	FAM60A	AECOPD	0.5796341012367786
8590	FAM60A	StableCOPD	0.8524106334850396
8591	FAM63A	AECOPD	0.6382689189837111
8592	FAM63A	StableCOPD	0.5471057314086831
8593	FAM63B	AECOPD	0.01921161468184074
8594	FAM63B	StableCOPD	0.3023944648806628
8595	FAM64A	AECOPD	0.9090026040344829
8596	FAM64A	StableCOPD	0.704605628704279
8597	FAM65A	AECOPD	0.0006727797654763057
8598	FAM65A	StableCOPD	0.03056800577387586
8599	FAM65B	AECOPD	0.13594675639855414
8600	FAM65B	StableCOPD	0.06750196683139686
8601	FAM65C	AECOPD	0.015535814698304895
8602	FAM65C	StableCOPD	0.05016682537514161
8603	FAM66A	AECOPD	0.9426758789567238
8604	FAM66B	AECOPD	0.42630020931166746
8605	FAM66B	StableCOPD	0.9224124648415877
8606	FAM66C	AECOPD	0.2439622173469611
8607	FAM66C	StableCOPD	0.28934018202151934
8608	FAM66D	AECOPD	0.5032491124903157
8609	FAM66D	StableCOPD	0.978023238827594
8610	FAM69A	AECOPD	0.005575621321296409
8611	FAM69A	StableCOPD	0.06325171947580432
8612	FAM69B	AECOPD	0.01600241548899073
8613	FAM69B	StableCOPD	0.21377477583053128
8614	FAM71A	StableCOPD	0.023507429959275128
8615	FAM71E1	AECOPD	0.48160123543953715
8616	FAM71E1	StableCOPD	0.44012324066617625
8617	FAM71F2	AECOPD	0.6449748192284606
8618	FAM71F2	StableCOPD	0.7980632290495917
8619	FAM72A	AECOPD	0.013723597435295276
8620	FAM72A	StableCOPD	0.10106632794430948
8621	FAM72B	AECOPD	0.1369696337382288
8622	FAM72B	StableCOPD	0.014103815832158362
8623	FAM72D	AECOPD	0.000910176992460654
8624	FAM72D	StableCOPD	0.5032058348454296
8625	FAM73A	AECOPD	0.9832819410962977
8626	FAM73A	StableCOPD	0.6959213201724048
8627	FAM73B	AECOPD	0.015016739484226993
8628	FAM73B	StableCOPD	0.7154171094406945
8629	FAM76A	AECOPD	0.8772481879508942
8630	FAM76A	StableCOPD	0.8365911313112151
8631	FAM76B	AECOPD	0.42770042431846966
8632	FAM76B	StableCOPD	0.7688716862897919
8633	FAM78A	AECOPD	0.040944720376560495
8634	FAM78A	StableCOPD	0.1847972402164334
8635	FAM81A	AECOPD	0.3682620977495945
8636	FAM81A	StableCOPD	0.20830841393763355
8637	FAM81B	AECOPD	0.2506984019716526
8638	FAM81B	StableCOPD	0.4354702406889034
8639	FAM83A	AECOPD	0.5802377807043584
8640	FAM83D	AECOPD	0.024773598562049526
8641	FAM83D	StableCOPD	0.9819851898835207
8642	FAM83G	AECOPD	0.9965927399815314
8643	FAM83G	StableCOPD	0.951572462439078
8644	FAM83H	AECOPD	0.3344522371835974
8645	FAM83H	StableCOPD	0.5727889126773869
8646	FAM84B	AECOPD	0.6883680544448
8647	FAM84B	StableCOPD	0.5971470621138331
8648	FAM86B1	AECOPD	0.8785044396156269
8649	FAM86B1	StableCOPD	0.9695129109023631
8650	FAM86B3P	AECOPD	0.8460459695917996
8651	FAM86B3P	StableCOPD	0.8462206796469478
8652	FAM86C1	AECOPD	0.9918920812867945
8653	FAM86C1	StableCOPD	0.9204849727752259
8654	FAM86C2P	AECOPD	0.580370622465421
8655	FAM86C2P	StableCOPD	0.759311122679471
8656	FAM86DP	AECOPD	0.9772005754122249
8657	FAM86DP	StableCOPD	0.9826859018295842
8658	FAM86EP	AECOPD	0.8745225759467179
8659	FAM86EP	StableCOPD	0.35554611437438977
8660	FAM86FP	AECOPD	0.6387287446623957
8661	FAM86FP	StableCOPD	0.4690555104981248
8662	FAM86HP	AECOPD	0.425644912326241
8663	FAM86HP	StableCOPD	0.766617545029716
8664	FAM86JP	AECOPD	0.5567751887786636
8665	FAM86JP	StableCOPD	0.8978664129123684
8666	FAM87B	AECOPD	0.6280511727726712
8667	FAM87B	StableCOPD	0.29433503666307204
8668	FAM89A	AECOPD	0.12893658554882925
8669	FAM89A	StableCOPD	0.07631186826274328
8670	FAM89B	AECOPD	0.004099844824063892
8671	FAM89B	StableCOPD	0.03667368697978546
8672	FAM8A1	AECOPD	0.33592288140279414
8673	FAM8A1	StableCOPD	0.30498225910611365
8674	FAM90A1	AECOPD	0.554761920711747
8675	FAM90A1	StableCOPD	0.1456423888863555
8676	FAM91A1	AECOPD	0.020546569098503942
8677	FAM91A1	StableCOPD	0.6407513351996508
8678	FAM92A1	AECOPD	0.6756902162396634
8679	FAM92A1	StableCOPD	0.9698022956323051
8680	FAM95C	AECOPD	0.258722108997705
8681	FAM95C	StableCOPD	0.7447445987135904
8682	FAM96A	AECOPD	0.08321605400431442
8683	FAM96A	StableCOPD	0.257253352916883
8684	FAM96B	AECOPD	0.550519110447591
8685	FAM96B	StableCOPD	0.019495129364820674
8686	FAM98A	AECOPD	0.0553527766079408
8687	FAM98A	StableCOPD	0.0972419513478554
8688	FAM98B	AECOPD	0.05381959474127207
8689	FAM98B	StableCOPD	0.4367468739394358
8690	FAM98C	AECOPD	0.9326657258814839
8691	FAM98C	StableCOPD	0.9305521117331617
8692	FAN1	AECOPD	0.1522975407746362
8693	FAN1	StableCOPD	0.6300317189798796
8694	FANCA	AECOPD	0.3945656573477061
8695	FANCA	StableCOPD	0.01263876126968111
8696	FANCB	AECOPD	0.43511697426119744
8697	FANCB	StableCOPD	0.8771139305239601
8698	FANCC	AECOPD	0.21871991802653556
8699	FANCC	StableCOPD	0.708738584866099
8700	FANCD2	AECOPD	0.5431255914576945
8701	FANCD2	StableCOPD	0.36138504340466016
8702	FANCE	AECOPD	0.039908754342239616
8703	FANCE	StableCOPD	0.16602327224814073
8704	FANCF	AECOPD	0.04418499639489304
8705	FANCF	StableCOPD	0.2855184432594672
8706	FANCG	AECOPD	0.03014735047055095
8707	FANCG	StableCOPD	0.026768223689916493
8708	FANCI	AECOPD	0.0494234051975605
8709	FANCI	StableCOPD	0.1614434453048751
8710	FANCL	AECOPD	0.2805811773855813
8711	FANCL	StableCOPD	0.0632026482712964
8712	FANCM	AECOPD	0.3308836839125341
8713	FANCM	StableCOPD	0.32100933174467183
8714	FANK1	AECOPD	0.6428420719688468
8715	FANK1	StableCOPD	0.9836070387183875
8716	FAR1	AECOPD	0.0015205654074423869
8717	FAR1	StableCOPD	0.9157969064110149
8718	FAR2	AECOPD	0.6516491736292294
8719	FAR2	StableCOPD	0.2103703565166143
8720	FAR2P2	AECOPD	0.0016406163362252535
8721	FAR2P2	StableCOPD	0.47060011646770283
8722	FARP1	StableCOPD	0.941110515413498
8723	FARP2	AECOPD	0.6680254807895469
8724	FARP2	StableCOPD	0.9276214990856837
8725	FARS2	AECOPD	0.9131085643322425
8726	FARS2	StableCOPD	0.21014356192689143
8727	FARSA	AECOPD	0.4133509332216523
8728	FARSA	StableCOPD	0.5731076458739198
8729	FARSB	AECOPD	0.04938728834681594
8730	FARSB	StableCOPD	0.48420225696869645
8731	FAS	AECOPD	0.9370512171213047
8732	FAS	StableCOPD	0.622977602833398
8733	FAS-AS1	AECOPD	0.7027114118827897
8734	FAS-AS1	StableCOPD	0.9183656546283122
8735	FASLG	AECOPD	0.0011206229332821893
8736	FASLG	StableCOPD	0.008113016548833119
8737	FASN	AECOPD	0.21669107334883841
8738	FASN	StableCOPD	0.9189007790569735
8739	FASTK	AECOPD	0.5918451250296493
8740	FASTK	StableCOPD	0.8669177549333258
8741	FASTKD1	AECOPD	0.1066075653660492
8742	FASTKD1	StableCOPD	0.5368439455598424
8743	FASTKD2	AECOPD	0.5890518285780116
8744	FASTKD2	StableCOPD	0.6903583978741941
8745	FASTKD3	AECOPD	0.3394930647217599
8746	FASTKD3	StableCOPD	0.4862529515980464
8747	FASTKD5	AECOPD	0.5936342950056634
8748	FASTKD5	StableCOPD	0.06605661969831367
8749	FAT4	AECOPD	0.30092113564037504
8750	FAT4	StableCOPD	0.07982296890397456
8751	FAU	AECOPD	0.1599489024682682
8752	FAU	StableCOPD	0.05929495018948194
8753	FAXDC2	AECOPD	0.22940977456072453
8754	FAXDC2	StableCOPD	0.29266467293330567
8755	FBF1	AECOPD	0.012090056859915821
8756	FBF1	StableCOPD	0.6715777914408984
8757	FBL	AECOPD	0.9205007432280063
8758	FBL	StableCOPD	0.669907354056931
8759	FBLN2	AECOPD	0.35186353113556246
8760	FBLN2	StableCOPD	0.9316885263372123
8761	FBLN5	AECOPD	0.5058846683092301
8762	FBLN5	StableCOPD	0.6854061681623892
8763	FBLN7	AECOPD	0.11737967032356789
8764	FBLN7	StableCOPD	0.9247686650288571
8765	FBN1	AECOPD	0.9506688947022287
8766	FBN1	StableCOPD	0.7505196481184502
8767	FBN2	AECOPD	0.054005779355517536
8768	FBN2	StableCOPD	0.40450848483062085
8769	FBP1	AECOPD	0.01474050494189083
8770	FBP1	StableCOPD	0.345884868452058
8771	FBRS	AECOPD	0.24891687295658171
8772	FBRS	StableCOPD	0.001436176560271174
8773	FBRSL1	AECOPD	0.6002413684764296
8774	FBRSL1	StableCOPD	0.41611479623464953
8775	FBXL12	AECOPD	0.4266992480711883
8776	FBXL12	StableCOPD	0.05568583438304109
8777	FBXL14	AECOPD	0.6724248952718431
8778	FBXL14	StableCOPD	0.99662159303395
8779	FBXL15	AECOPD	0.34072174138215927
8780	FBXL15	StableCOPD	0.9258244837375335
8781	FBXL16	AECOPD	0.011027929850943363
8782	FBXL16	StableCOPD	0.46076179647604387
8783	FBXL17	AECOPD	0.7743213260203747
8784	FBXL17	StableCOPD	0.01488945847984735
8785	FBXL18	AECOPD	0.07077312051134987
8786	FBXL18	StableCOPD	0.0042162211473347755
8787	FBXL19	AECOPD	0.2617758580659628
8788	FBXL19	StableCOPD	0.00037114001293003795
8789	FBXL19-AS1	AECOPD	0.16697704563346316
8790	FBXL19-AS1	StableCOPD	0.0031953847817918213
8791	FBXL20	AECOPD	0.6129422616812594
8792	FBXL20	StableCOPD	0.9136783270285542
8793	FBXL22	AECOPD	0.7665134741924464
8794	FBXL22	StableCOPD	0.19794673950199604
8795	FBXL3	AECOPD	0.5632400084846989
8796	FBXL3	StableCOPD	0.2760542035994191
8797	FBXL4	AECOPD	0.07825102181616461
8798	FBXL4	StableCOPD	0.9989574684009704
8799	FBXL5	AECOPD	2.904115089819026e-05
8800	FBXL5	StableCOPD	0.14462149558232262
8801	FBXL6	AECOPD	0.1080885240679148
8802	FBXL6	StableCOPD	0.8665370281241813
8803	FBXL8	AECOPD	0.6447375571389685
8804	FBXL8	StableCOPD	0.9645216951442874
8805	FBXO10	AECOPD	0.0023309359365745186
8806	FBXO10	StableCOPD	0.01133062899526971
8807	FBXO11	AECOPD	0.35838831887864797
8808	FBXO11	StableCOPD	0.15431179121234218
8809	FBXO15	AECOPD	0.1494424361605331
8810	FBXO15	StableCOPD	0.9754680760477
8811	FBXO18	AECOPD	0.7717223144785349
8812	FBXO18	StableCOPD	0.7522156176362232
8813	FBXO2	AECOPD	0.6647750984277009
8814	FBXO2	StableCOPD	0.556725360416199
8815	FBXO21	AECOPD	0.9869575249962014
8816	FBXO21	StableCOPD	0.7210547088890924
8817	FBXO22	AECOPD	0.8475487079785293
8818	FBXO22	StableCOPD	0.20253235253193658
8819	FBXO22-AS1	AECOPD	0.7438079878896169
8820	FBXO22-AS1	StableCOPD	0.7989725488491934
8821	FBXO24	AECOPD	0.9099100895703613
8822	FBXO24	StableCOPD	0.9404602381774156
8823	FBXO25	AECOPD	0.5969140346927115
8824	FBXO25	StableCOPD	0.2107419875330463
8825	FBXO27	AECOPD	0.9151025125069634
8826	FBXO27	StableCOPD	0.69370587067852
8827	FBXO28	AECOPD	0.3584028292895456
8828	FBXO28	StableCOPD	0.002618271868291888
8829	FBXO3	AECOPD	0.45882712861798225
8830	FBXO3	StableCOPD	0.3445161255396748
8831	FBXO30	AECOPD	0.6014122439180982
8832	FBXO30	StableCOPD	0.7691475412196761
8833	FBXO31	AECOPD	0.013927592092111474
8834	FBXO31	StableCOPD	0.39973119883815045
8835	FBXO32	AECOPD	0.001259575161127513
8836	FBXO32	StableCOPD	0.18719903867616572
8837	FBXO33	AECOPD	0.7386611866954568
8838	FBXO33	StableCOPD	0.32643747314934357
8839	FBXO34	AECOPD	0.978549817689814
8840	FBXO34	StableCOPD	0.7624784319029309
8841	FBXO36	AECOPD	0.8098886286527981
8842	FBXO36	StableCOPD	0.09955542959415487
8843	FBXO38	AECOPD	0.18545399631762138
8844	FBXO38	StableCOPD	0.02970235919547115
8845	FBXO39	StableCOPD	0.648089006558282
8846	FBXO4	AECOPD	0.9392131570743336
8847	FBXO4	StableCOPD	0.3097816992836351
8848	FBXO40	AECOPD	0.9189904978290603
8849	FBXO40	StableCOPD	0.021574675980318037
8850	FBXO41	AECOPD	0.9948384073648479
8851	FBXO41	StableCOPD	0.1656311592317936
8852	FBXO42	AECOPD	0.3728499784984447
8853	FBXO42	StableCOPD	0.06311750371678282
8854	FBXO44	AECOPD	0.021624830073177836
8855	FBXO44	StableCOPD	0.272020914108809
8856	FBXO45	AECOPD	0.5544217928954827
8857	FBXO45	StableCOPD	0.34053040701603765
8858	FBXO46	AECOPD	0.03058077743623122
8859	FBXO46	StableCOPD	0.972523197583043
8860	FBXO48	AECOPD	0.08810618454744823
8861	FBXO48	StableCOPD	0.5102419754736774
8862	FBXO5	AECOPD	0.015505469706491914
8863	FBXO5	StableCOPD	0.3274294911622837
8864	FBXO6	AECOPD	0.7696215872501583
8865	FBXO6	StableCOPD	0.7497894360033532
8866	FBXO7	AECOPD	0.7087341189768485
8867	FBXO7	StableCOPD	0.48493651022492645
8868	FBXO8	AECOPD	0.2539515274636549
8869	FBXO8	StableCOPD	0.7677678775492538
8870	FBXO9	AECOPD	0.12802926653653313
8871	FBXO9	StableCOPD	0.016347651930783247
8872	FBXW11	AECOPD	0.8096888771890559
8873	FBXW11	StableCOPD	0.7675463411211132
8874	FBXW2	AECOPD	0.1647847773435468
8875	FBXW2	StableCOPD	0.03903585339232696
8876	FBXW4	AECOPD	0.1692361652554918
8877	FBXW4	StableCOPD	0.8477918890328717
8878	FBXW4P1	AECOPD	0.04131752856653503
8879	FBXW4P1	StableCOPD	0.7148343910460138
8880	FBXW5	AECOPD	0.005976011562715544
8881	FBXW5	StableCOPD	0.4817811425669224
8882	FBXW7	AECOPD	0.6118368063460529
8883	FBXW7	StableCOPD	0.9566621898346983
8884	FBXW8	AECOPD	0.5868164901745199
8885	FBXW8	StableCOPD	0.7843584432077586
8886	FBXW9	AECOPD	0.0011824200511247884
8887	FBXW9	StableCOPD	0.05940264379745264
8888	FCAR	AECOPD	0.2762921229707832
8889	FCAR	StableCOPD	0.07236925441438391
8890	FCER1A	AECOPD	0.0031101575400204196
8891	FCER1A	StableCOPD	0.008329067522617417
8892	FCER1G	AECOPD	0.01231547605951877
8893	FCER1G	StableCOPD	0.19428856058069544
8894	FCER2	AECOPD	0.8848047296160446
8895	FCER2	StableCOPD	0.8469424101356045
8896	FCF1	AECOPD	0.09214294869386286
8897	FCF1	StableCOPD	0.0835912784025552
8898	FCGBP	AECOPD	0.8405576788739959
8899	FCGBP	StableCOPD	0.803817643589098
8900	FCGR1A	AECOPD	0.00033650079723890336
8901	FCGR1A	StableCOPD	0.018309904720664738
8902	FCGR1B	AECOPD	2.2296215387851426e-05
8903	FCGR1B	StableCOPD	0.02619138653081965
8904	FCGR1C	AECOPD	0.010408052896129893
8905	FCGR1C	StableCOPD	0.021190558375946522
8906	FCGR2A	AECOPD	0.0032176156874118567
8907	FCGR2A	StableCOPD	0.014180290947490626
8908	FCGR2B	AECOPD	0.9923119969248844
8909	FCGR2B	StableCOPD	0.9743127299643504
8910	FCGR2C	AECOPD	0.6052765642098725
8911	FCGR2C	StableCOPD	0.8958605628678725
8912	FCGR3A	AECOPD	0.0005686989153659283
8913	FCGR3A	StableCOPD	0.0003031170410409123
8914	FCGR3B	AECOPD	0.04924716365780357
8915	FCGR3B	StableCOPD	0.17967157443721882
8916	FCGRT	AECOPD	0.0013389872746617515
8917	FCGRT	StableCOPD	0.03204990016793863
8918	FCHO1	AECOPD	0.0002129548201096343
8919	FCHO1	StableCOPD	0.0006899237955083626
8920	FCHO2	AECOPD	0.16232889447627064
8921	FCHO2	StableCOPD	0.9840359416752112
8922	FCHSD1	AECOPD	0.06457710945175477
8923	FCHSD1	StableCOPD	0.5555107008399452
8924	FCHSD2	AECOPD	0.25363327722951334
8925	FCHSD2	StableCOPD	0.12696985240595549
8926	FCMR	AECOPD	0.002308176748113455
8927	FCMR	StableCOPD	0.2302544680011912
8928	FCN1	AECOPD	0.007832422387959004
8929	FCN1	StableCOPD	0.008458804678554643
8930	FCN2	StableCOPD	0.04897432689940551
8931	FCRL1	AECOPD	0.25816585787871715
8932	FCRL1	StableCOPD	0.38607467702349896
8933	FCRL2	AECOPD	0.13544919941442657
8934	FCRL2	StableCOPD	0.3821737178451824
8935	FCRL3	AECOPD	0.3691488542934249
8936	FCRL3	StableCOPD	0.0354586457615349
8937	FCRL5	AECOPD	0.7056092979214827
8938	FCRL5	StableCOPD	0.502224537047659
8939	FCRL6	AECOPD	0.019409025388864132
8940	FCRL6	StableCOPD	0.36018141939708215
8941	FCRLA	AECOPD	0.10160830053478076
8942	FCRLA	StableCOPD	0.48514824369707366
8943	FCRLB	AECOPD	0.00817164674063775
8944	FCRLB	StableCOPD	0.00025968853793978397
8945	FDFT1	AECOPD	0.900341755184989
8946	FDFT1	StableCOPD	0.6682698961800925
8947	FDPS	AECOPD	0.27641555756327496
8948	FDPS	StableCOPD	0.2965452502440815
8949	FDX1	AECOPD	0.8255392662711594
8950	FDX1	StableCOPD	0.040048940355117746
8951	FDX1L	AECOPD	0.5332836272706116
8952	FDX1L	StableCOPD	0.4453684736422705
8953	FDXACB1	AECOPD	0.9342926088880016
8954	FDXACB1	StableCOPD	0.19162703887189203
8955	FDXR	AECOPD	0.7382589259982799
8956	FDXR	StableCOPD	0.33390284993147323
8957	FECH	AECOPD	0.7112793139273452
8958	FECH	StableCOPD	0.6878970680964696
8959	FEM1A	AECOPD	0.8099259615689914
8960	FEM1A	StableCOPD	0.18798264117319663
8961	FEM1B	AECOPD	0.21721566980487517
8962	FEM1B	StableCOPD	0.4618674328360829
8963	FEM1C	AECOPD	0.4351077667570018
8964	FEM1C	StableCOPD	0.11165313442520886
8965	FEN1	AECOPD	0.23202061416283803
8966	FEN1	StableCOPD	0.029625364011534594
8967	FER	AECOPD	0.00014767892768807744
8968	FER	StableCOPD	0.464234686969875
8969	FER1L4	AECOPD	0.3468698147608231
8970	FER1L4	StableCOPD	0.8678243237886573
8971	FERMT3	AECOPD	0.9663384183545696
8972	FERMT3	StableCOPD	0.8882495164636868
8973	FES	AECOPD	0.013545197474753468
8974	FES	StableCOPD	0.5138447002136555
8975	FEZ1	AECOPD	0.16105525525982467
8976	FEZ1	StableCOPD	0.06914648526926903
8977	FEZ2	AECOPD	0.023355347968711193
8978	FEZ2	StableCOPD	0.753901174907528
8979	FFAR1	AECOPD	0.43391343468685983
8980	FFAR1	StableCOPD	0.7311771208770942
8981	FFAR2	AECOPD	0.018938056238403056
8982	FFAR2	StableCOPD	0.0020421798028198435
8983	FFAR3	AECOPD	0.7223359160110063
8984	FFAR3	StableCOPD	0.2031529292377492
8985	FFAR4	AECOPD	0.24962786413397053
8986	FFAR4	StableCOPD	0.2634205431597335
8987	FGD1	AECOPD	0.5059195989488555
8988	FGD1	StableCOPD	0.08997513288974146
8989	FGD2	AECOPD	0.5819242765722379
8990	FGD2	StableCOPD	0.9540255214636651
8991	FGD3	AECOPD	0.13837783487903954
8992	FGD3	StableCOPD	0.5178727637012394
8993	FGD4	AECOPD	0.0602653477689421
8994	FGD4	StableCOPD	0.5465030561426458
8995	FGD5-AS1	AECOPD	0.5664057354214231
8996	FGD5-AS1	StableCOPD	0.7813882099984635
8997	FGD6	AECOPD	0.005442234150986658
8998	FGD6	StableCOPD	0.1541034488518782
8999	FGF11	AECOPD	0.4162748153537641
9000	FGF11	StableCOPD	0.8827536691126385
9001	FGF14-AS2	AECOPD	0.3118704385537685
9002	FGF14-AS2	StableCOPD	0.45014686742282484
9003	FGF17	AECOPD	0.8552626613132761
9004	FGF17	StableCOPD	0.5972468525270584
9005	FGF22	AECOPD	0.4424584878185366
9006	FGF22	StableCOPD	0.22625647672811844
9007	FGF9	AECOPD	0.06773218870745967
9008	FGF9	StableCOPD	0.31169335256036224
9009	FGFBP1	AECOPD	0.0007770312448778238
9010	FGFBP1	StableCOPD	0.024732048930072748
9011	FGFBP2	AECOPD	0.010255541004410063
9012	FGFBP2	StableCOPD	0.019080194859298905
9013	FGFBP3	AECOPD	0.006054501193942574
9014	FGFBP3	StableCOPD	0.7799206767588878
9015	FGFR1	AECOPD	0.00264515048537306
9016	FGFR1	StableCOPD	0.21928156566461332
9017	FGFR1OP	AECOPD	0.696865627272037
9018	FGFR1OP	StableCOPD	0.8058789819112714
9019	FGFR1OP2	AECOPD	0.6281178707422859
9020	FGFR1OP2	StableCOPD	0.8739834517220986
9021	FGFR2	AECOPD	0.5827735732654162
9022	FGFR4	AECOPD	0.5077707479904708
9023	FGFR4	StableCOPD	0.6992108719649257
9024	FGFRL1	AECOPD	0.30751424963226026
9025	FGFRL1	StableCOPD	0.5273422947542563
9026	FGGY	AECOPD	0.7790450157960782
9027	FGGY	StableCOPD	0.181920008327921
9028	FGL2	AECOPD	0.00014833978260986314
9029	FGL2	StableCOPD	0.04569909121685778
9030	FGR	AECOPD	0.059601758119443016
9031	FGR	StableCOPD	0.5650446934188578
9032	FH	AECOPD	0.4671947005589643
9033	FH	StableCOPD	0.07753994721941704
9034	FHAD1	AECOPD	0.6530332732212654
9035	FHAD1	StableCOPD	0.6888769601015352
9036	FHDC1	AECOPD	0.8533754912604952
9037	FHDC1	StableCOPD	0.7446204483356242
9038	FHIT	AECOPD	0.32244071251726847
9039	FHIT	StableCOPD	0.5378333162863469
9040	FHL1	AECOPD	0.5352992814059727
9041	FHL1	StableCOPD	0.3170679785976298
9042	FHL2	AECOPD	0.14436857077667176
9043	FHL2	StableCOPD	0.6273845839506746
9044	FHL3	AECOPD	0.22104886546985603
9045	FHL3	StableCOPD	0.6951889434778383
9046	FHOD1	AECOPD	0.027938045579486648
9047	FHOD1	StableCOPD	0.14319448321027983
9048	FHOD3	AECOPD	0.2728131252752364
9049	FHOD3	StableCOPD	0.7705196321262895
9050	FIBCD1	StableCOPD	0.8460100796476386
9051	FIBP	AECOPD	0.04062343719101125
9052	FIBP	StableCOPD	0.5210686582079195
9053	FICD	AECOPD	0.8627807798681005
9054	FICD	StableCOPD	0.617899724760024
9055	FIG4	AECOPD	0.014049480696659344
9056	FIG4	StableCOPD	0.1600049322760152
9057	FIGNL1	AECOPD	0.6537575632319507
9058	FIGNL1	StableCOPD	0.6147213066371098
9059	FIGNL2	AECOPD	0.9337401010630562
9060	FIGNL2	StableCOPD	0.7013754579264763
9061	FILIP1L	AECOPD	0.04803149533822959
9062	FILIP1L	StableCOPD	0.22865857282365976
9063	FIP1L1	AECOPD	0.0056493225167219
9064	FIP1L1	StableCOPD	0.7426272035496435
9065	FIRRE	AECOPD	0.46579017907794196
9066	FIRRE	StableCOPD	0.30609841562656803
9067	FIS1	AECOPD	0.9829500745525768
9068	FIS1	StableCOPD	0.08569689092677035
9069	FITM1	AECOPD	0.6633703779055855
9070	FITM1	StableCOPD	0.3150295629534944
9071	FITM2	AECOPD	0.16803167090359006
9072	FITM2	StableCOPD	0.04501629107887006
9073	FIZ1	AECOPD	0.8702744284186836
9074	FIZ1	StableCOPD	0.5881376362127964
9075	FKBP10	AECOPD	0.005304686182087348
9076	FKBP10	StableCOPD	0.056988728453212345
9077	FKBP11	AECOPD	0.003186994284138267
